object name,library name,text,rodata,data,bss,code,flash,ram
bt_vendor.c.obj,lib\libblueu_core.a,724,442,0,8,1166,1166,8
bt_version.c.obj,lib\libblueu_core.a,0,49,12,0,49,61,12
btu_main.c.obj,lib\libblueu_core.a,3166,186,4,41,3352,3356,45
btu_modules.c.obj,lib\libblueu_core.a,860,193,0,292,1053,1053,292
btu_storage.c.obj,lib\libblueu_core.a,156,0,0,296,156,156,296
btu_vendor.c.obj,lib\libblueu_core.a,488,105,0,4,593,593,4
crypto_if.c.obj,lib\libblueu_core.a,298,32,0,32,330,330,32
fixed_queue.c.obj,lib\libblueu_core.a,356,0,0,0,356,356,0
gatt.c.obj,lib\libblueu_core.a,2700,1366,52,24,4066,4118,76
gatt_act.c.obj,lib\libblueu_core.a,200,0,0,10,200,200,10
gatt_if.c.obj,lib\libblueu_core.a,10372,5578,31,386,15950,15981,417
hci.c.obj,lib\libblueu_core.a,2364,81,0,0,2445,2445,0
hci_bufalloc.c.obj,lib\libblueu_core.a,102,0,0,0,102,102,0
hci_encoder.c.obj,lib\libblueu_core.a,656,868,0,0,1524,1524,0
hci_transport.c.obj,lib\libblueu_core.a,3378,578,0,176,3956,3956,176
hfp.c.obj,lib\libblueu_core.a,1682,97,0,22,1779,1779,22
hfp_at.c.obj,lib\libblueu_core.a,780,212,0,0,992,992,0
hfp_core.c.obj,lib\libblueu_core.a,4166,454,32,37,4620,4652,69
hfp_hs.c.obj,lib\libblueu_core.a,4872,637,226,45,5509,5735,271
hfp_if.c.obj,lib\libblueu_core.a,1384,96,0,88,1480,1480,88
host_buf.c.obj,lib\libblueu_core.a,46,0,0,0,46,46,0
host_ll.c.obj,lib\libblueu_core.a,252,0,0,0,252,252,0
host_msg.c.obj,lib\libblueu_core.a,256,75,0,32,331,331,32
host_timer.c.obj,lib\libblueu_core.a,860,66,0,17,926,926,17
l2_acl_link.c.obj,lib\libblueu_core.a,544,0,0,17,544,544,17
l2_bufalloc.c.obj,lib\libblueu_core.a,76,0,0,0,76,76,0
l2_channel.c.obj,lib\libblueu_core.a,1446,113,0,22,1559,1559,22
l2_config_helper.c.obj,lib\libblueu_core.a,1224,0,0,8,1224,1224,8
l2_config_sm.c.obj,lib\libblueu_core.a,682,0,0,0,682,682,0
l2_connect_sm.c.obj,lib\libblueu_core.a,3896,143,0,2,4039,4039,2
l2_enc_dec.c.obj,lib\libblueu_core.a,2546,0,1,10,2546,2547,11
l2_pkt_handler.c.obj,lib\libblueu_core.a,176,0,0,0,176,176,0
l2_psm.c.obj,lib\libblueu_core.a,138,0,0,0,138,138,0
l2_sar.c.obj,lib\libblueu_core.a,1308,380,0,0,1688,1688,0
l2_utils.c.obj,lib\libblueu_core.a,486,0,0,7,486,486,7
l2cap_primitives.c.obj,lib\libblueu_core.a,64,0,0,0,64,64,0
list.c.obj,lib\libblueu_core.a,262,0,0,0,262,262,0
log.c.obj,lib\libblueu_core.a,2,0,0,200,2,2,200
mgr_core.c.obj,lib\libblueu_core.a,2600,280,0,172,2880,2880,172
mgr_devdb.c.obj,lib\libblueu_core.a,632,0,0,12,632,632,12
mgr_inqdb.c.obj,lib\libblueu_core.a,1380,0,0,23,1380,1380,23
mgr_le_link.c.obj,lib\libblueu_core.a,5692,2626,0,16,8318,8318,16
mgr_le_scandb.c.obj,lib\libblueu_core.a,236,180,0,10,416,416,10
mgr_link.c.obj,lib\libblueu_core.a,5414,281,1,31,5695,5696,32
mgr_secdb.c.obj,lib\libblueu_core.a,3698,274,3,24,3972,3975,27
mgr_utils.c.obj,lib\libblueu_core.a,46,168,0,0,214,214,0
mutex.c.obj,lib\libblueu_core.a,74,0,0,0,74,74,0
npi_if.c.obj,lib\libblueu_core.a,3112,1348,4,70,4460,4464,74
osi.c.obj,lib\libblueu_core.a,10,0,0,0,10,10,0
p_256_curvepara.c.obj,lib\libblueu_core.a,488,0,0,0,488,488,0
p_256_ecc_pp.c.obj,lib\libblueu_core.a,986,0,0,456,986,986,456
p_256_multprecision.c.obj,lib\libblueu_core.a,2502,0,0,0,2502,2502,0
pts_if.c.obj,lib\libblueu_core.a,882,52,543,12,934,1477,555
rfcomm_bufalloc.c.obj,lib\libblueu_core.a,76,0,0,0,76,76,0
rfcomm_core.c.obj,lib\libblueu_core.a,1036,0,4,32,1036,1040,36
rfcomm_credit.c.obj,lib\libblueu_core.a,98,0,0,0,98,98,0
rfcomm_ctrl_chan.c.obj,lib\libblueu_core.a,1754,0,0,0,1754,1754,0
rfcomm_ctrl_frames.c.obj,lib\libblueu_core.a,494,0,0,0,494,494,0
rfcomm_dlc_state.c.obj,lib\libblueu_core.a,2382,0,24,0,2382,2406,24
rfcomm_entity_core.c.obj,lib\libblueu_core.a,852,0,0,12,852,852,12
rfcomm_frames.c.obj,lib\libblueu_core.a,586,256,0,0,842,842,0
rfcomm_l2auto_state.c.obj,lib\libblueu_core.a,910,0,16,2,910,926,18
rfcomm_l2cap.c.obj,lib\libblueu_core.a,570,0,0,0,570,570,0
rfcomm_ue_api.c.obj,lib\libblueu_core.a,1644,0,0,0,1644,1644,0
sdp_callbacks.c.obj,lib\libblueu_core.a,462,0,0,7,462,462,7
sdp_db.c.obj,lib\libblueu_core.a,672,176,36,1,848,884,37
sdp_if.c.obj,lib\libblueu_core.a,664,145,0,4,809,809,4
sdp_le_common.c.obj,lib\libblueu_core.a,166,0,0,0,166,166,0
sdp_le_request_decoder.c.obj,lib\libblueu_core.a,2380,93,0,0,2473,2473,0
sdp_le_request_encoder.c.obj,lib\libblueu_core.a,482,0,0,0,482,482,0
sdp_le_response_decoder.c.obj,lib\libblueu_core.a,476,0,0,0,476,476,0
sdp_le_response_encoder.c.obj,lib\libblueu_core.a,990,0,0,48,990,990,48
sdp_server.c.obj,lib\libblueu_core.a,184,0,0,5,184,184,5
sdp_state_machine.c.obj,lib\libblueu_core.a,984,66,0,7,1050,1050,7
sdp_ue.c.obj,lib\libblueu_core.a,1932,0,0,4,1932,1932,4
semaphore.c.obj,lib\libblueu_core.a,118,0,0,0,118,118,0
smp_core.c.obj,lib\libblueu_core.a,14438,4870,0,24,19308,19308,24
smp_le_encryption.c.obj,lib\libblueu_core.a,1912,0,32,266,1912,1944,298
smp_rand_gen.c.obj,lib\libblueu_core.a,108,0,0,4,108,108,4
spp.c.obj,lib\libblueu_core.a,3124,472,4,25,3596,3600,29
spp_core.c.obj,lib\libblueu_core.a,976,421,0,0,1397,1397,0
spp_if.c.obj,lib\libblueu_core.a,214,24,0,4,238,238,4
stack_ent.c.obj,lib\libblueu_core.a,2086,0,0,4,2086,2086,4
stack_ent_api.c.obj,lib\libblueu_core.a,878,0,0,0,878,878,0
thread.c.obj,lib\libblueu_core.a,204,0,0,88,204,204,88
timer.c.obj,lib\libblueu_core.a,362,0,0,8,362,362,8
uws_commands.c.obj,lib\libblueu_core.a,44,0,0,11,44,44,11
uws_core.c.obj,lib\libblueu_core.a,26,0,0,46,26,26,46
uws_if.c.obj,lib\libblueu_core.a,170,30,0,4,200,200,4
app_bt_a2dp.c.obj,lib\libbt_app.a,846,370,16,28,1216,1232,44
app_bt_avrcp.c.obj,lib\libbt_app.a,1140,280,16,7,1420,1436,23
app_bt_hfp.c.obj,lib\libbt_app.a,1206,911,60,13,2117,2177,73
bt_abs.c.obj,lib\libbt_app.a,1932,50,0,32,1982,1982,32
bt_app.c.obj,lib\libbt_app.a,2426,1268,32,2866,3694,3726,2898
bt_app_main.c.obj,lib\libbt_app.a,784,682,100,0,1466,1566,100
bt_chip.c.obj,lib\libbt_app.a,2930,421,4,16,3351,3355,20
bt_driver.c.obj,lib\libbt_app.a,210,89,0,4,299,299,4
bt_gatt_client_demo.c.obj,lib\libbt_app.a,2410,1804,76,184,4214,4290,260
bt_gatt_server_demo.c.obj,lib\libbt_app.a,742,631,828,32,1373,2201,860
bt_hci_dev.c.obj,lib\libbt_app.a,280,80,0,12,360,360,12
bt_hci_tra.c.obj,lib\libbt_app.a,156,22,0,706,178,178,706
ddb.c.obj,lib\libbt_app.a,1274,438,0,3890,1712,1712,3890
fw.bin.S.obj,lib\libbt_app.a,230512,0,0,0,230512,230512,0
uart.c.obj,lib\libbt_app.a,1042,419,0,2089,1461,1461,2089
bt_nv.c.obj,lib\libbt_nv.a,64,0,0,0,64,64,0
cmux_fcs.c.obj,lib\libcalclib.a,72,256,0,0,328,328,0
crc32.c.obj,lib\libcalclib.a,296,1280,0,0,1576,1576,0
decompress_unlzma.c.obj,lib\libcalclib.a,2224,79,0,0,2303,2303,0
decompress_unlzma_file.c.obj,lib\libcalclib.a,116,0,0,0,116,116,0
cfw_chset.c.obj,lib\libcfw.a,702,0,0,0,702,702,0
cfw_dispatch.c.obj,lib\libcfw.a,760,0,0,4,760,760,4
cfw_event_names.c.obj,lib\libcfw.a,20,8882,0,0,8902,8902,0
cfw_rpc_ap.c.obj,lib\libcfw_core.a,23794,0,0,4,23794,23794,4
cfw_sms_db.c.obj,lib\libcfw_core.a,1496,345,4,0,1841,1845,4
sms_dm_local.c.obj,lib\libcfw_core.a,30,0,0,0,30,30,0
sms_dm_nv.c.obj,lib\libcfw_core.a,1140,14,0,37214,1154,1154,37214
autotest_device.c.obj,lib\libdiag.a,4556,2494,0,1179,7050,7050,1179
diag.c.obj,lib\libdiag.a,802,15,0,4,817,817,4
diag_at.c.obj,lib\libdiag.a,232,58,0,0,290,290,0
diag_charge.c.obj,lib\libdiag.a,148,0,0,0,148,148,0
diag_current_test.c.obj,lib\libdiag.a,120,21,0,4,141,141,4
diag_log.c.obj,lib\libdiag.a,44,0,0,0,44,44,0
diag_nvm.c.obj,lib\libdiag.a,838,71,0,516,909,909,516
diag_ps.c.obj,lib\libdiag.a,176,32,0,0,208,208,0
diag_runmode.c.obj,lib\libdiag.a,420,52,0,0,472,472,0
diag_swver.c.obj,lib\libdiag.a,160,182,0,0,342,342,0
diag_sys.c.obj,lib\libdiag.a,432,78,0,0,510,510,0
layer1_diag.c.obj,lib\libdiag.a,396,50,0,0,446,446,0
camera_bf30a2.c.obj,lib\libdriver.a,1710,215,120,1,1925,2045,121
camera_gc0310.c.obj,lib\libdriver.a,2594,1266,120,4,3860,3980,124
camera_gc032a.c.obj,lib\libdriver.a,1682,633,120,1,2315,2435,121
drv_adc.c.obj,lib\libdriver.a,1782,210,30,4,1992,2022,34
drv_aes.c.obj,lib\libdriver.a,944,779,0,0,1723,1723,0
drv_axidma.c.obj,lib\libdriver.a,878,16,0,156,894,894,156
drv_camera.c.obj,lib\libdriver.a,1210,0,0,8,1210,1210,8
drv_charger.c.obj,lib\libdriver.a,3738,1540,42,262,5278,5320,304
drv_debug_dma_uart.c.obj,lib\libdriver.a,1290,64,0,0,1354,1354,0
drv_debug_port.c.obj,lib\libdriver.a,94,10,0,4,104,104,4
drv_debug_userial.c.obj,lib\libdriver.a,2634,120,448,0,2754,3202,448
drv_debughost.c.obj,lib\libdriver.a,1088,32,0,600,1120,1120,600
drv_dma_uart.c.obj,lib\libdriver.a,4068,532,0,0,4600,4600,0
drv_efuse.c.obj,lib\libdriver.a,530,87,0,1596,617,617,1596
drv_efuse_pmic.c.obj,lib\libdriver.a,276,60,0,0,336,336,0
drv_gpio_8910.c.obj,lib\libdriver.a,796,37,0,156,833,833,156
drv_host_cmd.c.obj,lib\libdriver.a,512,0,0,0,512,512,0
drv_host_cmd_rw.c.obj,lib\libdriver.a,700,0,0,0,700,700,0
drv_host_cmd_sys.c.obj,lib\libdriver.a,1450,0,0,0,1450,1450,0
drv_i2c.c.obj,lib\libdriver.a,1196,615,0,84,1811,1811,84
drv_ifc.c.obj,lib\libdriver.a,376,182,0,4,558,558,4
drv_ipc_at.c.obj,lib\libdriver.a,388,230,28,0,618,646,28
drv_keypad.c.obj,lib\libdriver.a,694,24,0,12,718,718,12
drv_lcd.c.obj,lib\libdriver.a,1444,429,0,192,1873,1873,192
drv_lcd_cfg.c.obj,lib\libdriver.a,160,185,1,0,345,346,1
drv_lcd_gc9305.c.obj,lib\libdriver.a,1800,503,0,3,2303,2303,3
drv_lcd_st7735s.c.obj,lib\libdriver.a,1452,436,0,0,1888,1888,0
drv_lcd_st7789v.c.obj,lib\libdriver.a,1364,427,0,0,1791,1791,0
drv_md_nvm.c.obj,lib\libdriver.a,780,458,0,20,1238,1238,20
drv_modem_log_buf.c.obj,lib\libdriver.a,246,27,0,0,273,273,0
drv_pmic_intr.c.obj,lib\libdriver.a,700,58,0,292,758,758,292
drv_powerkey_8910.c.obj,lib\libdriver.a,138,0,0,4,138,138,4
drv_pwm.c.obj,lib\libdriver.a,568,16,88,4,584,672,92
drv_rng.c.obj,lib\libdriver.a,376,76,8,0,452,460,8
drv_rtc.c.obj,lib\libdriver.a,2878,114,0,72,2992,2992,72
drv_rtc.pb.c.obj,lib\libdriver.a,0,120,0,0,120,120,0
drv_rtc_2720.c.obj,lib\libdriver.a,660,104,0,0,764,764,0
drv_sdmmc.c.obj,lib\libdriver.a,3278,533,0,0,3811,3811,0
drv_secure.c.obj,lib\libdriver.a,914,16,0,8,930,930,8
drv_serial.c.obj,lib\libdriver.a,658,172,4,320,830,834,324
drv_spi.c.obj,lib\libdriver.a,1258,40,0,192,1298,1298,192
drv_usb.cpp.obj,lib\libdriver.a,1718,117,0,4,1835,1835,4
drv_wcn.c.obj,lib\libdriver.a,968,23,0,4,991,991,4
drv_wcn_wifi.c.obj,lib\libdriver.a,926,5,0,0,931,931,0
drv_wdt.c.obj,lib\libdriver.a,346,0,0,16,346,346,16
ecm_data.c.obj,lib\libdriver.a,602,127,0,0,729,729,0
f_acm.c.obj,lib\libdriver.a,1508,365,8,0,1873,1881,8
f_ecm.c.obj,lib\libdriver.a,1532,377,119,0,1909,2028,119
f_rndis.c.obj,lib\libdriver.a,1872,644,98,0,2516,2614,98
f_serial.c.obj,lib\libdriver.a,680,109,8,0,789,797,8
image_sensor.c.obj,lib\libdriver.a,800,2,13,84,802,815,97
rndis.c.obj,lib\libdriver.a,1644,409,0,0,2053,2053,0
rndis_data.c.obj,lib\libdriver.a,838,217,0,0,1055,1055,0
udc.c.obj,lib\libdriver.a,322,46,0,512,368,368,512
udc_dwc.c.obj,lib\libdriver.a,6714,957,0,1256,7671,7671,1256
udc_platform_8910.c.obj,lib\libdriver.a,750,0,0,0,750,750,0
usb_composite_device.c.obj,lib\libdriver.a,2256,548,24,0,2804,2828,24
usb_ether.c.obj,lib\libdriver.a,2790,431,0,0,3221,3221,0
usb_serial.c.obj,lib\libdriver.a,3260,375,0,0,3635,3635,0
drv_ipc_fifo.c.obj,lib\libdriver_core.a,364,0,0,0,364,364,0
drv_md_ipc.c.obj,lib\libdriver_core.a,4456,47,0,12,4503,4503,12
drv_ps_path_md.c.obj,lib\libdriver_core.a,1502,6,0,4528,1508,1508,4528
drv_wcn_ipc.c.obj,lib\libdriver_core.a,604,21,0,12,625,625,12
fatfs_portable.c.obj,lib\libfatfs.a,588,686,0,16,1274,1274,16
fatfs_vfs.c.obj,lib\libfatfs.a,3342,282,116,0,3624,3740,116
ff.c.obj,lib\libfatfs_core.a,10684,370,0,18,11054,11054,18
sffs_vfs.c.obj,lib\libfs.a,1026,371,0,0,1397,1397,0
vfs.c.obj,lib\libfs.a,3536,12,192,136,3548,3740,328
fs_mount.c.obj,lib\libfsmount.a,984,9,1,4,993,994,5
fs_mount_sdcard.c.obj,lib\libfsmount.a,108,63,0,4,171,171,4
partinfo.bin.S.obj,lib\libfsmount.a,352,0,0,0,352,352,0
ftp_connection.c.obj,lib\libftp.a,4056,1311,0,12,5367,5367,12
ftp_protocol.c.obj,lib\libftp.a,6068,2749,40,12,8817,8857,52
ftp_utils.c.obj,lib\libftp.a,108,36,0,0,144,144,0
fupdate_app.c.obj,lib\libfupdate_core.a,770,0,0,0,770,770,0
fupdate_common.c.obj,lib\libfupdate_core.a,1062,48,12,0,1110,1122,12
hal_adi_bus.c.obj,lib\libhal.a,418,20,0,0,438,438,0
hal_aes.c.obj,lib\libhal.a,112,0,0,0,112,112,0
hal_blue_screen.c.obj,lib\libhal.a,1430,73,12,96,1503,1515,108
hal_clock_init.c.obj,lib\libhal.a,1816,8,0,0,1824,1824,0
hal_cp_ctrl.c.obj,lib\libhal.a,636,206,0,0,842,842,0
hal_efuse_8910.c.obj,lib\libhal.a,468,0,0,0,468,468,0
hal_gouda.c.obj,lib\libhal.a,2008,60,4,27,2068,2072,31
hal_hw_map.c.obj,lib\libhal.a,52,1552,0,0,1604,1604,0
hal_hwspinlock.c.obj,lib\libhal.a,116,0,0,0,116,116,0
hal_iomux.c.obj,lib\libhal.a,866,2327,0,376,3193,3193,376
hal_lzma.c.obj,lib\libhal.a,496,0,0,0,496,496,0
hal_mmu.c.obj,lib\libhal.a,652,32,0,0,684,684,0
hal_pmu_8910.c.obj,lib\libhal.a,3450,446,0,0,3896,3896,0
hal_shmem_region.c.obj,lib\libhal.a,1012,294,0,8,1306,1306,8
hal_wdt_8910.c.obj,lib\libhal.a,88,0,0,0,88,88,0
list.c.obj,lib\libkernel.a,136,0,0,0,136,136,0
osi_boot_8910.c.obj,lib\libkernel.a,2684,34,0,9024,2718,2718,9024
osi_clock.c.obj,lib\libkernel.a,584,0,0,20,584,584,20
osi_cxxabi.cpp.obj,lib\libkernel.a,44,0,0,0,44,44,0
osi_freertos.c.obj,lib\libkernel.a,2236,115,0,12820,2351,2351,12820
osi_idle.c.obj,lib\libkernel.a,6,0,0,0,6,6,0
osi_sleep.c.obj,lib\libkernel.a,2212,349,0,48,2561,2561,48
osi_sysnv.c.obj,lib\libkernel.a,656,16,14,16,672,686,30
osi_sysnv.pb.c.obj,lib\libkernel.a,0,130,0,0,130,130,0
osi_time.c.obj,lib\libkernel.a,948,12,0,24,960,960,24
queue.c.obj,lib\libkernel.a,1740,0,0,0,1740,1740,0
tasks.c.obj,lib\libkernel.a,3842,5,0,1276,3847,3847,1276
timers.c.obj,lib\libkernel.a,850,8,0,220,858,858,220
auth.c.obj,lib\liblwip.a,932,329,0,0,1261,1261,0
chap-md5.c.obj,lib\liblwip.a,276,53,0,0,329,329,0
chap-new.c.obj,lib\liblwip.a,2164,542,0,0,2706,2706,0
def.c.obj,lib\liblwip.a,62,0,0,0,62,62,0
dhcp.c.obj,lib\liblwip.a,4772,1078,0,11,5850,5850,11
dns.c.obj,lib\liblwip.a,5690,538,0,1587,6228,6228,1587
err.c.obj,lib\liblwip.a,28,68,0,0,96,96,0
etharp.c.obj,lib\liblwip.a,2032,329,0,242,2361,2361,242
ethernet.c.obj,lib\liblwip.a,744,108,0,0,852,852,0
icmp.c.obj,lib\liblwip.a,788,194,0,0,982,982,0
icmp6.c.obj,lib\liblwip.a,730,170,0,0,900,900,0
if_api.c.obj,lib\liblwip.a,4,0,0,0,4,4,0
inet_chksum.c.obj,lib\liblwip.a,432,0,0,0,432,432,0
init.c.obj,lib\liblwip.a,42,0,0,0,42,42,0
ip.c.obj,lib\liblwip.a,72,24,0,68,96,96,68
ip4.c.obj,lib\liblwip.a,1492,144,0,6,1636,1636,6
ip4_addr.c.obj,lib\liblwip.a,562,99,0,16,661,661,16
ip4_frag.c.obj,lib\liblwip.a,2304,448,0,7,2752,2752,7
ip4_nat.c.obj,lib\liblwip.a,2346,164,0,51720,2510,2510,51720
ip6.c.obj,lib\liblwip.a,3364,92,0,0,3456,3456,0
ip6_addr.c.obj,lib\liblwip.a,594,24,0,40,618,618,40
ip6_frag.c.obj,lib\liblwip.a,2608,250,0,11,2858,2858,11
ipcp.c.obj,lib\liblwip.a,4748,552,0,0,5300,5300,0
ipv6cp.c.obj,lib\liblwip.a,2422,346,0,26,2768,2768,26
lcp.c.obj,lib\liblwip.a,7524,915,0,0,8439,8439,0
magic.c.obj,lib\liblwip.a,224,0,0,24,224,224,24
mem.c.obj,lib\liblwip.a,140,114,0,0,254,254,0
memp.c.obj,lib\liblwip.a,388,561,0,0,949,949,0
mld6.c.obj,lib\liblwip.a,1368,0,0,1,1368,1368,1
nd6.c.obj,lib\liblwip.a,6816,91,8,1155,6907,6915,1163
netdb.c.obj,lib\liblwip.a,756,0,0,317,756,756,317
netif.c.obj,lib\liblwip.a,2542,316,0,285,2858,2858,285
pbuf.c.obj,lib\liblwip.a,2612,890,0,1,3502,3502,1
ppp-fsm.c.obj,lib\liblwip.a,3136,358,0,4,3494,3494,4
ppp-utils.c.obj,lib\liblwip.a,1960,222,0,0,2182,2182,0
ppp.c.obj,lib\liblwip.a,1802,4551,0,0,6353,6353,0
pppapi.c.obj,lib\liblwip.a,0,19,0,0,19,19,0
pppos.c.obj,lib\liblwip.a,1832,562,0,0,2394,2394,0
raw.c.obj,lib\liblwip.a,1978,234,0,4,2212,2212,4
sockets.c.obj,lib\liblwip.a,21350,3310,12,304,24660,24672,316
tcp.c.obj,lib\liblwip.a,8682,1564,6,27,10246,10252,33
tcp_in.c.obj,lib\liblwip.a,8420,903,0,58,9323,9323,58
tcp_out.c.obj,lib\liblwip.a,6104,1192,0,0,7296,7296,0
tcpip.c.obj,lib\liblwip.a,388,105,0,8,493,493,8
timeouts.c.obj,lib\liblwip.a,192,209,0,4,401,401,4
udp.c.obj,lib\liblwip.a,3492,192,2,4,3684,3686,6
upap.c.obj,lib\liblwip.a,1940,543,0,0,2483,2483,0
mal_cfw.c.obj,lib\libmal.a,540,0,0,0,540,540,0
mal_engine.c.obj,lib\libmal.a,312,47,0,4,359,359,4
arc4.c.obj,lib\libmbedtls.a,158,0,0,0,158,158,0
asn1parse.c.obj,lib\libmbedtls.a,810,0,0,0,810,810,0
asn1write.c.obj,lib\libmbedtls.a,606,0,0,0,606,606,0
base64.c.obj,lib\libmbedtls.a,296,128,0,0,424,424,0
bignum.c.obj,lib\libmbedtls.a,8098,672,0,0,8770,8770,0
blowfish.c.obj,lib\libmbedtls.a,880,4168,0,0,5048,5048,0
camellia.c.obj,lib\libmbedtls.a,2116,1304,0,0,3420,3420,0
ccm.c.obj,lib\libmbedtls.a,1036,0,0,0,1036,1036,0
chacha20.c.obj,lib\libmbedtls.a,1166,0,0,0,1166,1166,0
chachapoly.c.obj,lib\libmbedtls.a,878,0,0,0,878,878,0
cipher.c.obj,lib\libmbedtls.a,2152,0,0,0,2152,2152,0
cipher_wrap.c.obj,lib\libmbedtls.a,770,3348,0,0,4118,4118,0
ctr_drbg.c.obj,lib\libmbedtls.a,996,0,0,0,996,996,0
des.c.obj,lib\libmbedtls.a,3240,2176,0,0,5416,5416,0
dhm.c.obj,lib\libmbedtls.a,998,0,0,0,998,998,0
ecdh.c.obj,lib\libmbedtls.a,576,0,0,0,576,576,0
ecdsa.c.obj,lib\libmbedtls.a,1404,0,0,0,1404,1404,0
ecp.c.obj,lib\libmbedtls.a,8698,566,0,28,9264,9264,28
ecp_curves.c.obj,lib\libmbedtls.a,5830,2334,28,0,8164,8192,28
entropy.c.obj,lib\libmbedtls.a,632,0,0,0,632,632,0
entropy_poll.c.obj,lib\libmbedtls.a,70,0,0,0,70,70,0
error.c.obj,lib\libmbedtls.a,5444,11708,0,0,17152,17152,0
gcm.c.obj,lib\libmbedtls.a,1796,128,0,0,1924,1924,0
havege.c.obj,lib\libmbedtls.a,4234,0,0,0,4234,4234,0
hmac_drbg.c.obj,lib\libmbedtls.a,642,0,0,0,642,642,0
mbed_aes.c.obj,lib\libmbedtls.a,3886,0,0,8748,3886,3886,8748
mbed_debug.c.obj,lib\libmbedtls.a,1494,165,0,4,1659,1659,4
mbed_sha256.c.obj,lib\libmbedtls.a,2424,256,0,0,2680,2680,0
md.c.obj,lib\libmbedtls.a,648,28,0,0,676,676,0
md5.c.obj,lib\libmbedtls.a,2538,0,0,0,2538,2538,0
md_wrap.c.obj,lib\libmbedtls.a,340,346,0,0,686,686,0
net_sockets.c.obj,lib\libmbedtls.a,1412,0,0,0,1412,1412,0
oid.c.obj,lib\libmbedtls.a,694,3963,0,0,4657,4657,0
pem.c.obj,lib\libmbedtls.a,1374,150,0,0,1524,1524,0
pk.c.obj,lib\libmbedtls.a,636,27,0,0,663,663,0
pk_wrap.c.obj,lib\libmbedtls.a,684,236,0,0,920,920,0
pkcs12.c.obj,lib\libmbedtls.a,1032,0,0,0,1032,1032,0
pkcs5.c.obj,lib\libmbedtls.a,732,10,0,0,742,742,0
pkparse.c.obj,lib\libmbedtls.a,3450,291,0,0,3741,3741,0
pkwrite.c.obj,lib\libmbedtls.a,516,0,0,0,516,516,0
platform.c.obj,lib\libmbedtls.a,78,0,12,0,78,90,12
platform_util.c.obj,lib\libmbedtls.a,16,0,4,0,16,20,4
poly1305.c.obj,lib\libmbedtls.a,1568,0,0,0,1568,1568,0
ripemd160.c.obj,lib\libmbedtls.a,5076,64,0,0,5140,5140,0
rsa.c.obj,lib\libmbedtls.a,5596,0,0,0,5596,5596,0
rsa_internal.c.obj,lib\libmbedtls.a,1500,54,0,0,1554,1554,0
sha1.c.obj,lib\libmbedtls.a,4448,0,0,0,4448,4448,0
sha512.c.obj,lib\libmbedtls.a,4696,640,0,0,5336,5336,0
ssl_ciphersuites.c.obj,lib\libmbedtls.a,214,10874,0,596,11088,11088,596
ssl_cli.c.obj,lib\libmbedtls.a,11370,4723,0,0,16093,16093,0
ssl_tls.c.obj,lib\libmbedtls.a,24284,8276,51,0,32560,32611,51
timing.c.obj,lib\libmbedtls.a,184,0,0,20,184,184,20
version.c.obj,lib\libmbedtls.a,8,0,0,0,8,8,0
x509.c.obj,lib\libmbedtls.a,2232,64,0,0,2296,2296,0
x509_crl.c.obj,lib\libmbedtls.a,1368,48,0,0,1416,1416,0
x509_crt.c.obj,lib\libmbedtls.a,5808,1988,0,0,7796,7796,0
ml.c.obj,lib\libml.a,432,0,0,4,432,432,4
ml_cp936.c.obj,lib\libml.a,204,15920,24,0,16124,16148,24
ml_gsm.c.obj,lib\libml.a,184,300,24,0,484,508,24
ml_iso8859_1.c.obj,lib\libml.a,48,0,24,0,48,72,24
ml_utf16.c.obj,lib\libml.a,300,0,48,0,300,348,48
ml_utf8.c.obj,lib\libml.a,368,0,24,0,368,392,24
pb_common.c.obj,lib\libnanopb.a,202,0,0,0,202,202,0
pb_decode.c.obj,lib\libnanopb.a,2938,370,0,0,3308,3308,0
pb_encode.c.obj,lib\libnanopb.a,1824,178,0,0,2002,2002,0
pb_util.c.obj,lib\libnanopb.a,204,0,0,0,204,204,0
cfw_sockets_api.c.obj,lib\libnet.a,2084,148,0,384,2232,2232,384
dhcp_reply.c.obj,lib\libnet.a,2100,1483,0,2,3583,3583,2
lwipports.c.obj,lib\libnet.a,908,0,0,24,908,908,24
nd6_reply.c.obj,lib\libnet.a,2874,389,0,0,3263,3263,0
netdev_interface.c.obj,lib\libnet.a,1604,259,40,12,1863,1903,52
netdev_interface_nat_lan.c.obj,lib\libnet.a,1704,509,0,36,2213,2213,36
netif_gprs.c.obj,lib\libnet.a,1232,0,0,3864,1232,1232,3864
netif_nat_lan_lwip.c.obj,lib\libnet.a,1260,484,0,3864,1744,1744,3864
netif_nat_wan.c.obj,lib\libnet.a,1404,542,0,3864,1946,1946,3864
netmain.c.obj,lib\libnet.a,476,32,0,4,508,508,4
netutils.c.obj,lib\libnet.a,108,0,0,0,108,108,0
ppp6_reply.c.obj,lib\libnet.a,1420,438,0,0,1858,1858,0
ppp_interface.c.obj,lib\libnet.a,5498,1297,0,8,6795,6795,8
nvm_8910.c.obj,lib\libnvm.a,1212,1052,0,0,2264,2264,0
nvm_migration.c.obj,lib\libnvm.a,288,249,0,0,537,537,0
osi_mem.c.obj,lib\libosi_core.a,2866,0,0,69,2866,2866,69
osi_timer.c.obj,lib\libosi_core.a,3626,7,0,56,3633,3633,56
osi_blocked_fifo.c.obj,lib\libosi_lib.a,1320,0,0,0,1320,1320,0
